name,series
Cloud (WP),Wedding Peach
Hinagiku Tamano,Wedding Peach
Kazuya Yanagiba,Wedding Peach
Momoko Hanasaki,Wedding Peach
Reine Devila,Wedding Peach
Scarlet Ohara,Wedding Peach
Yousuke Fuuma,Wedding Peach
Yuri Tanima,Wedding Peach
Jihan,Weeekly
Lee Jaehee,Weeekly
Lee Soojin,Weeekly
Monday (Weeekly),Weeekly
Park Soeun,Weeekly
Shin Jiyoon,Weeekly
Zoa,Weeekly
Alien (Weezer),Weezer
Rivers Cuomo,Weezer
Daisuu,"Wei, Kanjian Erduo La!"
Dondon,"Wei, Kanjian Erduo La!"
Ginshi,"Wei, Kanjian Erduo La!"
Ivan (HoraMimi),"Wei, Kanjian Erduo La!"
Jin Zhu,"Wei, Kanjian Erduo La!"
Myou,"Wei, Kanjian Erduo La!"
Ken Hidaka,Weiß Kreuz
Omi Tsukiyono,Weiß Kreuz
Ran Fujimiya,Weiß Kreuz
Youji Kudou,Weiß Kreuz
Doyeon,Weki Meki
Yoojung,Weki Meki
Reggie the Mouse,Welcome Intrusion
Jonathan Combs,Welcome to Hell
Sock Sowachowski,Welcome to Hell
Carlos (WtNV),Welcome to Night Vale
Cecil Palmer,Welcome to Night Vale
Dana Cardinal,Welcome to Night Vale
Hiram McDaniels,Welcome to Night Vale
Kevin (WtNV),Welcome to Night Vale
Khoshekh,Welcome to Night Vale
Pamela Winchell,Welcome to Night Vale
Station Management,Welcome to Night Vale
StrexPet,Welcome to Night Vale
Tamika Flynn,Welcome to Night Vale
The Beagle Puppy,Welcome to Night Vale
The Faceless Old Woman,Welcome to Night Vale
The Glow Cloud,Welcome to Night Vale
The Man in the Tan Jacket,Welcome to Night Vale
The Sheriff of Night Vale,Welcome to Night Vale
Annie (WttAI),Welcome to the Adventurer Inn!
Arienne,Welcome to the Adventurer Inn!
Diane (WttAI),Welcome to the Adventurer Inn!
Emma (WttAI),Welcome to the Adventurer Inn!
Kaede (WttAI),Welcome to the Adventurer Inn!
Lizbeth,Welcome to the Adventurer Inn!
Nicky (WttAI),Welcome to the Adventurer Inn!
Reece (WttAI),Welcome to the Adventurer Inn!
Reny (WttAI),Welcome to the Adventurer Inn!
Tiaret,Welcome to the Adventurer Inn!
The Breather,Welcome to the Game
Yua Miyase,Welcome to Tokoharu Apartments
Yumi Miyase,Welcome to Tokoharu Apartments
Rad Schroeder,Wendy The Florist
Wendy Waltz,Wendy The Florist
Mana Renewal,WePlanet
Planya,WePlanet
Rubi Malone,WET
Lula (TSE),Wet – The Sexy Empire
Joseph Landi,Wet Sand
Taejoon Oh,Wet Sand
Youngwoo Shin,Wet Sand
Musume,"What Did I Do to Deserve This, My Lord!?"
Bang Si Hyun,What Do I Do Now?
Jo Soo Ah,What Do I Do Now?
Moon Ae Ri,What Do I Do Now?
Shin Jae Seop,What Do I Do Now?
Do Won,What Does the Fox Say?
Nam Mi,What Does the Fox Say?
Seju Baek,What Does the Fox Say?
Seongji Ju,What Does the Fox Say?
Sumin Seong,What Does the Fox Say?
Chung (WHItD),What Happens Inside the Dungeon
Chunja,What Happens Inside the Dungeon
Leofred Effira Peracalonin,What It Takes to be a Villainess
Satie,What It Takes to be a Villainess
Barbara Finch,What Remains of Edith Finch
Colin Robinson,What We Do in the Shadows
Laszlo Cravensworth,What We Do in the Shadows
Nadja (WWDITS),What We Do in the Shadows
Nandor the Relentless,What We Do in the Shadows
Hae-ram Lee,What's For Dinner
Hee-ra Na,What's For Dinner
Marie Hong,What's For Dinner
Si-eun Kwon,What's For Dinner
Ye-seul Kang,What's For Dinner
Andy Larkin,What's with Andy?
Lee Yeong-joon,What's Wrong With Secretary Kim
Secretary Kim,What's Wrong With Secretary Kim
Cain Zevahn,"What's Wrong with You, Duke?"
Erin Samed,"What's Wrong with You, Duke?"
Rowan Alexei Peruka,"What's Wrong with You, Duke?"
Robot Jones,Whatever Happened to... Robot Jones?
Ellis the Detective,Whatever RPG
I (Iya),Whatever whatever whatever
Yaya (Iya),Whatever whatever whatever
Saitou Ren,When a Stupid FPS Player Falls to Another World
Hela (WJW),When Jasy Whistles
Jasy Jatere,When Jasy Whistles
Anna Sasaki,When Marnie Was There
Marnie (OnM),When Marnie Was There
Megu Tachibana,When New Wife Megu Falls
Alkar,When the Night Comes
August (WtNC),When the Night Comes
Cédric Riester,When the Third Wheel Strikes Back
Jesse Venetiaan,When the Third Wheel Strikes Back
Cain de Eirik,When the Villainess Loves
Daniel Robine,When the Villainess Loves
Eugene de Volton,When the Villainess Loves
Herrace,When the Villainess Loves
Lavrov,When the Villainess Loves
Litia,When the Villainess Loves
Daiki,When The Yakuza Falls In Love
Min-jun,When The Yakuza Falls In Love
Rachelle Fletcher,Where Tangents Meet
Mister Bibi,"Where the Shooting Star Has Fallen, Wait There"
Nara (WtWS),Where the Wind Stays
Prince Tasara,Where the Wind Stays
Fumi (WMBLS),Where's My BL Story
Kaji Young,Where's My BL Story
Kei (WMBLS),Where's My BL Story
Riku (WMBLS),Where's My BL Story
Ryu (WMBLS),Where's My BL Story
Allie (WMW),Where's My Water?
Cranky,Where's My Water?
Swampy,Where's My Water?
Wally,Where's Wally?
Whindersson Nunes,Whindersson Nunes
Louise (WotH),Whisper of the Heart
Seiji Amasawa,Whisper of the Heart
Shizuku Tsukishima,Whisper of the Heart
Eiji Ogata,White Album
Haruka Kawashima,White Album
Mana Mizuki,White Album
Misaki Sawakura,White Album
Rina Ogata,White Album
Touya Fujii,White Album
Yayoi Shinozuka,White Album
Yuki Morikawa,White Album
Akina Ogiso,White Album 2
Chiaki Izumi,White Album 2
Haruki Kitahara,White Album 2
Io Mizusawa,White Album 2
Kazusa Touma,White Album 2
Koharuki,White Album 2
Mari Kazaoka,White Album 2
Setsuna Ogiso,White Album 2
Takeya Iizuka,White Album 2
Tomo Yanagihara,White Album 2
Youko Touma,White Album 2
Ayeon Song,White Angels Have No Wings
Dahye Yang,White Angels Have No Wings
Yeonwha Baek,White Angels Have No Wings
Ash (WB),White Blood
Ayeong Song,White Blood
Euntae Hwang,White Blood
Hayan Park,White Blood
Vael,White Blood
Yohan Seo,White Blood
Han So-Young,White Day: A Labyrinth Named School
Kim Ji-wo,White Day: A Labyrinth Named School
Kim Seong-a,White Day: A Labyrinth Named School
Lee Hee-Min,White Day: A Labyrinth Named School
Seol Ji-Hyeon,White Day: A Labyrinth Named School
Yoo Ji-min,White Day: A Labyrinth Named School
Blanca (WS),White Snake
Owner of Precious Jade,White Snake
Li Mubai,White Throne of Bones
Rob Zombie,White Zombie
Shirakagi,Whitebox Series
Daun Hyung,Who Can Define Popularity?
Siwon Cha,Who Can Define Popularity?
Benny the Cab,Who Framed Roger Rabbit
Eddie Valiant,Who Framed Roger Rabbit
Jessica Rabbit,Who Framed Roger Rabbit
Roger Rabbit,Who Framed Roger Rabbit
Aeternitas de Alger Obelia,Who Made Me a Princess?
Anastacius de Alger Obelia,Who Made Me a Princess?
Athanasia de Alger Obelia,Who Made Me a Princess?
Ces (WMMP),Who Made Me a Princess?
Claude de Alger Obelia,Who Made Me a Princess?
Diana (WMMP),Who Made Me a Princess?
Felix Robane,Who Made Me a Princess?
Hannah (WMMP),Who Made Me a Princess?
Jennette Magrita,Who Made Me a Princess?
Lilian York,Who Made Me a Princess?
Lord with Soft Charisma,Who Made Me a Princess?
Lucas' Instructor,Who Made Me a Princess?
Madame Pompidou,Who Made Me a Princess?
Magician Boy,Who Made Me a Princess?
Penelope Judith,Who Made Me a Princess?
Raven (WMMP),Who Made Me a Princess?
Roger Alpheus,Who Made Me a Princess?
He Lingwe,Whose Baby is it?
Jin Yao Feng,Whose Baby is it?
Rourou,Whose Baby is it?
Yi Yun,Whose Baby is it?
Touka Kamijo,Why is My Strict Boss Melted by Me?
Elphaba Thropp,Wicked
Glinda Arduenna Upland,Wicked
Charlotte Grote,Wicked Things
Claire Little,Wicked Things
Sophilia Gorgantus,Wicked Trapper: Hunter of Heroes
Wickie,Wickie und die starken Männer
Vegetta777,Wigetta
Willyrex,Wigetta
Balance Board,Wii Fit
Wii Fit Trainer (F),Wii Fit
Wii Fit Trainer (M),Wii Fit
Sebastian Tute,Wii Music
Party Phil,Wii Party
Abby (WS),Wii Sports
Elisa (WS),Wii Sports
Lucía (WS),Wii Sports
Matt (WS),Wii Sports
Tommy (WS),Wii Sports
Dirty Little Crime Boy,Wilbur Soot
Makoto Kubota,Wild Adapter
Minoru Tokitou,Wild Adapter
Cecilia Lynne Adlehyde,Wild ARMs
Jack Van Burace,Wild ARMs
Mariel (WA),Wild ARMs
Rudy Roughknight,Wild ARMs
Ashley Winchester,Wild ARMs 2
Brad Evans,Wild ARMs 2
Kanon (WA),Wild ARMs 2
Lilka Eleniak,Wild ARMs 2
Marivel Armitage,Wild ARMs 2
Clive Winslett,Wild ARMs 3
Jet Enduro,Wild ARMs 3
Virginia Maxwell,Wild ARMs 3
Avril Vent Fleur,Wild ARMs 5
Carol Anderson,Wild ARMs 5
Chuck Preston,Wild ARMs 5
Dean Stark,Wild ARMs 5
Greg Russelberg,Wild ARMs 5
Rebecca Streisand,Wild ARMs 5
Garriel,Wild Knights Gulkeeva
Greyfus,Wild Knights Gulkeeva
Aviva Corcovado,Wild Kratts
Wild Woody,Wild Woody
Kaede Kamozoe,Wild-shiki Nihonjin Tsuma no Netorikata
Takanashi Sumire,Wild-shiki Nihonjin Tsuma no Netorikata
Grifter (Cole Cash),WildStorm Productions
Synergy (Christine Trelane),WildStorm Productions
Kaoru Okouchi,Will you marry me again if you are reborn?
Toranosuke Ibuki,Will you marry me again if you are reborn?
Jimmy (WILL),WILL: A Wonderful World
Myth,WILL: A Wonderful World
Park Sang-Gun,WILL: A Wonderful World
Spottie,WILL: A Wonderful World
Will (WILL),WILL: A Wonderful World
Willow Ufgood,Willow
Dom Kang,Wind Breaker
Gay-Nam,Wind Breaker
Jay Jo,Wind Breaker
Joker (WB),Wind Breaker
June Lee,Wind Breaker
Mia Kim,Wind Breaker
Minu Yoon,Wind Breaker
Noah (WB),Wind Breaker
Owen Knight,Wind Breaker
Shelly (WB),Wind Breaker
Vinny Hong,Wind Breaker
Wooin (WB),Wind Breaker
Yumi (WB),Wind Breaker
Yuna Yoon,Wind Breaker
Hajime Umemiya,WIND BREAKER (Manga)
Hayato Suou,WIND BREAKER (Manga)
Jiu Yin,Wind Fantasy 3 ~Song of Sin and Punishment~
Kailin Serafim,Wind Fantasy 3 ~Song of Sin and Punishment~
Atticus (WE),Windrose Everlasting
Delphi (WE),Windrose Everlasting
Selene (WE),Windrose Everlasting
Sprout,Windrose Everlasting
Velvet (WE),Windrose Everlasting
Damek,Winds of Change
Halin,Winds of Change
Howl (WoC),Winds of Change
Pro,Winds of Change
Sovy,Winds of Change
The Triumvirate,Winds of Change
Ulric,Winds of Change
Angel (WC),Wing Commander
Crow (Winged),Winged
Pidge (Winged),Winged
Anemone (WoF),Wings of Fire
Blue (WoF),Wings of Fire
Clay (WoF),Wings of Fire
Cricket (WoF),Wings of Fire
Darkstalker,Wings of Fire
Deathbringer (WoF),Wings of Fire
Fatespeaker,Wings of Fire
Glory (WoF),Wings of Fire
Jerboa,Wings of Fire
Jerboa III,Wings of Fire
Kinkajou,Wings of Fire
Luna (WoF),Wings of Fire
Lynx (WoF),Wings of Fire
Moonwatcher,Wings of Fire
Peril,Wings of Fire
Qibli,Wings of Fire
Riptide,Wings of Fire
Sky (WoF),Wings of Fire
Snowfall,Wings of Fire
Starflight,Wings of Fire
Sundew,Wings of Fire
Sunny (WoF),Wings of Fire
Swordtail,Wings of Fire
Tsunami (WoF),Wings of Fire
Turtle (WoF),Wings of Fire
Winter (WoF),Wings of Fire
Arma,Wings of Roldea
Vi (WV),Wings of Vi
Wang Cuihua,Winner Takes All
War Machine (WTA),Winner Takes All
Xiang Shang,Winner Takes All
Christopher Robin,Winnie the Pooh
Eeyore,Winnie the Pooh
Gopher,Winnie the Pooh
Kanga,Winnie the Pooh
Lumpy (WtP),Winnie the Pooh
Owl,Winnie the Pooh
Piglet,Winnie the Pooh
Pooh Bear,Winnie the Pooh
Rabbit,Winnie the Pooh
Roo,Winnie the Pooh
Tigger,Winnie the Pooh
Hana Park,Winter Before Spring
Yura Han (WBS),Winter Before Spring
Bob (WM),Winter Moon
Easen,Winter Moon
Felix (WM),Winter Moon
Flaming Homo,Winter Moon
Gideon,Winter Moon
Lilith (WM),Winter Moon
Risa Bellerose,Winter Moon
Claude Lev,Winter Woods
Jane Reina,Winter Woods
Winter Woods,Winter Woods
Amore (WC),Winx Club
Bloom,Winx Club
Brandon (WC),Winx Club
Chatta,Winx Club
Daphne (WC),Winx Club
Darcy,Winx Club
Digit (WC),Winx Club
Flora,Winx Club
Helia,Winx Club
Icy,Winx Club
Kalia (WC),Winx Club
Layla (WC),Winx Club
Lockette,Winx Club
Musa,Winx Club
Nabu,Winx Club
Piff,Winx Club
Riven (WC),Winx Club
Roxy (WC),Winx Club
Selina,Winx Club
Sky (WC),Winx Club
Stella (WC),Winx Club
Stormy,Winx Club
Talassia,Winx Club
Tecna,Winx Club
Tune (WC),Winx Club
Valtor,Winx Club
Byubyu,WIRELAND
Wire,WIRELAND
Kohaku (Wish),Wish
Koryuu,Wish
Remriel,Wish
Din Song,Wish Dragon
Li Na Wang,Wish Dragon
Long Zhu,Wish Dragon
Mrs. Song,Wish Dragon
Lou (Wmm),Wish me mell
Marin (Wmm),Wish me mell
Poco (Wmm),Wish me mell
Wish me mell,Wish me mell
Han Guk-hwa,Wish You Were Gone
Jang Mi,Wish You Were Gone
Kim Esther,Wish You Were Gone
Kim Jae-hee,Wish You Were Gone
Erica,Wish: Israfil Saga
Natria,Wish: Israfil Saga
Verchino,Wish: Israfil Saga
Ayaka Kagari,Witch Craft Works
Evermilion,Witch Craft Works
Honoka Takamiya,Witch Craft Works
Kanna Utsugi,Witch Craft Works
Kitty Ears,Witch Craft Works
Kotetsu Katsura,Witch Craft Works
Mei Menowa,Witch Craft Works
Rin Kazari,Witch Craft Works
Aria Godspell,Witch Hunter
Bi Seol,Witch Hunter
East,Witch Hunter
Edea Florence,Witch Hunter
Halloween,Witch Hunter
Neptis,Witch Hunter
Sabrina Rose,Witch Hunter
Tania Doberg,Witch Hunter
Tarras Doberg,Witch Hunter
Tasha Godspell,Witch Hunter
Varete,Witch Hunter
Xing Bairong,Witch Hunter
Amon (WHR),Witch Hunter Robin
Robin Sena,Witch Hunter Robin
Mia Sunshine,Witch Sanctuary
Eirudy,Witch Spring
Luna (WS),Witch Spring
Moccamori,Witch Spring
Pieberry,Witch Spring
Kanshi Kazamatsuri,Witch Watch
Keigo Magami,Witch Watch
Moi,Witch Watch
Nemu Miyao,Witch Watch
Nico Wakatsuki,Witch Watch
Ashe Bradley,Witch's Heart
Charlotte (WH),Witch's Heart
Claire Elford,Witch's Heart
Coco (WH),Witch's Heart
Death-defying Bastard,Witch's Heart
Fiona Elford,Witch's Heart
Forest Fairy Pippi,Witch's Heart
Invective,Witch's Heart
Lady Dorothy,Witch's Heart
Lilia Bradley,Witch's Heart
Lime (WH),Witch's Heart
Lucy (WH),Witch's Heart
Matty,Witch's Heart
Nicholas Levine,Witch's Heart
Noel Levine,Witch's Heart
Rouge,Witch's Heart
Sheila (WH),Witch's Heart
Sirius Gibson,Witch's Heart
Zizel,Witch's Heart
Gin (WP),Witch's Weapon
Iruka,Witch's Weapon
Ren (WP),Witch's Weapon
Maria (WB),Witchblade
Masamune,Witchblade
Reina Soho,Witchblade
Rihoko Amaha,Witchblade
Takeru Ibaraki,Witchblade Takeru
Sara Saionji,Witchcraft
Absolute Rei,WIXOSS DIVA(A)LIVE
Akino Onko,WIXOSS DIVA(A)LIVE
Dr. Tamago,WIXOSS DIVA(A)LIVE
Hirana,WIXOSS DIVA(A)LIVE
Nova (WX),WIXOSS DIVA(A)LIVE
Nya-chan,WIXOSS DIVA(A)LIVE
At,WIXOSS Trading Card Game
Code Accel Bucket Wheel Excavator,WIXOSS Trading Card Game
"Diabolos, Mortality of the Weak",WIXOSS Trading Card Game
Odanobu,WIXOSS Trading Card Game
Tawil,WIXOSS Trading Card Game
Ultum,WIXOSS Trading Card Game
Asuka Mitsurugi,Wizard Girl Ambitious
Carol Miruto,Wizard Girl Ambitious
Celestine Rococo,Wizard's Climber
Elle Bluetact,Wizard's Climber
Arthur Wethersfield,Wizard101
Artur Gryphonbane,Wizard101
Baldur Goldpaws,Wizard101
Bartleby,Wizard101
Beans (W101),Wizard101
Belladonna Crisp,Wizard101
Bernie (W101),Wizard101
Blossom (W101),Wizard101
Boris Tallstaff,Wizard101
Bryce Crispie,Wizard101
Buck Gordon,Wizard101
Ceren Nightchant,Wizard101
Cyrus Drake,Wizard101
Dalia Falmea,Wizard101
Derrick Blaze,Wizard101
Diego Ramirez III,Wizard101
Dog Tracy,Wizard101
Dorothy Gale,Wizard101
Duck Savage,Wizard101
Duncan Grimwater,Wizard101
Dusty Shadowcloud,Wizard101
Dworgyn,Wizard101
Eggbert,Wizard101
Elouise Merryweather,Wizard101
Felix Navidad,Wizard101
Gamma (W101),Wizard101
Golden Lion (W101),Wizard101
Grand Nana,Wizard101
Grandmother Raven,Wizard101
Grizztopher,Wizard101
Halston Balestrom,Wizard101
Harvest Hannah,Wizard101
Ignus Ferric,Wizard101
Inyanga Whitestripes,Wizard101
Ione Virga,Wizard101
Istar,Wizard101
Ivan (W101),Wizard101
Jackie Whisperflame,Wizard101
Kelvin (W101),Wizard101
King Artorius,Wizard101
Lady of the Lake (W101),Wizard101
Louise Mayqueen,Wizard101
Lowe Springfield,Wizard101
Lydia Greyrose,Wizard101
Malistaire Drake,Wizard101
Malorn Ashthorn,Wizard101
Mandar,Wizard101
Mellori,Wizard101
Meowiarty,Wizard101
Merle Ambrose,Wizard101
Mindy Pixiecrown,Wizard101
Moolinda Wu,Wizard101
Morganthe,Wizard101
Mortis (W101),Wizard101
Niles (W101),Wizard101
Old Cob,Wizard101
Old One (W101),Wizard101
Pat O'Gold,Wizard101
Penny Dreadful,Wizard101
Pork (W101),Wizard101
Preservationist Zach,Wizard101
Prospector Zeke,Wizard101
Regina Flametalon,Wizard101
Roland Silverheart,Wizard101
Sabrina Greenstar,Wizard101
Shadoe,Wizard101
Solomon Crane,Wizard101
Spooky Bob,Wizard101
Stallion Quartermane,Wizard101
Tarrak Hadfield,Wizard101
Tennant Wastelander,Wizard101
Thaddeus Price,Wizard101
The Bantam,Wizard101
Torrence,Wizard101
Valentina Heartsong,Wizard101
Willie Marks,Wizard101
Wiz-Kid,Wizard101
Yoshihito,Wizard101
Zenzen Seven Star,Wizard101
Alfonse Goldstein,Wizardess Heart
Azusa Kuze,Wizardess Heart
Elias Goldstein,Wizardess Heart
Felix (WH),Wizardess Heart
Gray (WH),Wizardess Heart
Hiro Tachibana,Wizardess Heart
Joel Crawford,Wizardess Heart
Klaus Goldstein,Wizardess Heart
Leon (WH),Wizardess Heart
Luca Orlem,Wizardess Heart
Lucious Duller,Wizardess Heart
Randy March,Wizardess Heart
Yukiya Reizen,Wizardess Heart
Archie (ToA),Wizards: Tales of Arcadia
Bellroc,Wizards: Tales of Arcadia
Douxie,Wizards: Tales of Arcadia
Nari (ToA),Wizards: Tales of Arcadia
Skrael,Wizards: Tales of Arcadia
Cheng Xiao,WJSN
Chen Ge,Wo De Fan Pai Nu You
Li Si Si,Wo De Fan Pai Nu You
Wang Xi,Wo De Fan Pai Nu You
Dong Fang Xian Yun,Wo Jia Dashi Xiong Naozi You Keng
Ming Qi,Wo Zai 1999 Deng Ni
Shi Yi,Wo Zai 1999 Deng Ni
Ame (WC),Wolf Children
Hana,Wolf Children
Souhei Fujii,Wolf Children
Wolf Man,Wolf Children
Yuki,Wolf Children
Bexan,Wolf in the House
Diesel (WitH),Wolf in the House
Ein (WitH),Wolf in the House
Minsuk Yeo,Wolf in the House
Fuyu (WT),Wolf Tails
Mirari,Wolf Tails
Blue (WR),Wolf's Rain
Cher Degré,Wolf's Rain
Cheza,Wolf's Rain
Darcia (WR),Wolf's Rain
Hamona,Wolf's Rain
Hige,Wolf's Rain
Hubb Lebowski,Wolf's Rain
Jagara,Wolf's Rain
Kiba,Wolf's Rain
Quent Yaiden,Wolf's Rain
Toboe,Wolf's Rain
Tsume,Wolf's Rain
Anya Oliwa,Wolfenstein
B.J. Blazkowicz,Wolfenstein
Caroline Becker,Wolfenstein
Fergus Reid,Wolfenstein
Hans Winkle,Wolfenstein
Jessie Blazkowicz,Wolfenstein
Zofia Blazkowicz,Wolfenstein
Mebh Óg MacTíre,WolfWalkers
Robyn Goodfellowe,WolfWalkers
Wolfychu,Wolfychu
Manna Oga,Wombs
Hikari Wanda,WonDance
Kotani Kaboku,WonDance
On Miyao,WonDance
Bokko,Wonder 3
Aoi Hinata,Wonder Cat Kyuu-chan
Delivery Man from Shironeko,Wonder Cat Kyuu-chan
Floofy Cat,Wonder Cat Kyuu-chan
Ghost (WCK),Wonder Cat Kyuu-chan
Kyuu-chan,Wonder Cat Kyuu-chan
Mari (WCK),Wonder Cat Kyuu-chan
Maru-chan,Wonder Cat Kyuu-chan
Mona-chan,Wonder Cat Kyuu-chan
Ogura,Wonder Cat Kyuu-chan
Ooshima,Wonder Cat Kyuu-chan
Pippy,Wonder Cat Kyuu-chan
Uni (WCK),Wonder Cat Kyuu-chan
Acca,Wonder Egg Priority
Ai Ohto,Wonder Egg Priority
Azusa Hoshina,Wonder Egg Priority
Chiaki Kawai,Wonder Egg Priority
Chiemi,Wonder Egg Priority
Frill,Wonder Egg Priority
Haruka (WEP),Wonder Egg Priority
Himari (WEP),Wonder Egg Priority
Kaoru Kurita,Wonder Egg Priority
Kirara (WEP),Wonder Egg Priority
Koito Nagase,Wonder Egg Priority
Kotobuki Awano,Wonder Egg Priority
Kurumi Saijo,Wonder Egg Priority
Leon (WEP),Wonder Egg Priority
Mako (WEP),Wonder Egg Priority
Mannen,Wonder Egg Priority
Miko (WEP),Wonder Egg Priority
Minami Suzuhara,Wonder Egg Priority
Misaki Tanabe,Wonder Egg Priority
Momoe Sawaki,Wonder Egg Priority
Neiru Aonuma,Wonder Egg Priority
Panic,Wonder Egg Priority
Pinky (WEP),Wonder Egg Priority
Rika Kawai,Wonder Egg Priority
Shuichirou Sawaki,Wonder Egg Priority
Tae Ohto,Wonder Egg Priority
Ura-Acca,Wonder Egg Priority
Yae Yoshida,Wonder Egg Priority
Wonder Momo,Wonder Momo
Catt,WonderLab
Flower (WL),WonderLab
Kookie,WonderLab
Rose (WL),WonderLab
Shasha (WL),WonderLab
Taii,WonderLab
The Servant of Wrath,WonderLab
Alice (Wonderland),Wonderland
Yukko (Wonderland),Wonderland
Wongkot,Wongkot: Ghost Room Labyrinth
Woodle,Woodle Tree Adventures
Brandon Herschel Jr.,Woodwalkers
Carag Goldeneye,Woodwalkers
Holly Lewis,Woodwalkers
Lou Ellwood,Woodwalkers
Tikaani Blue Cloud,Woodwalkers
Buzz Buzzard,Woody Woodpecker
Wally Walrus,Woody Woodpecker
Woody Woodpecker,Woody Woodpecker
Darth Wooser,Wooser no Sono Higurashi
Len (WnSH),Wooser no Sono Higurashi
Rin (WnSH),Wooser no Sono Higurashi
Wooser,Wooser no Sono Higurashi
Captain Huggy Face,WordGirl
Chuck the Evil Sandwich-Making Guy,WordGirl
Dr. Two-Brains,WordGirl
Tobey,WordGirl
WordGirl,WordGirl
Delta (WW),Words Worth
Nina (WW),Words Worth
Aoi Yamada,Working!!
Hiroomi Souma,Working!!
Izumi Takanashi,Working!!
Jun Satou,Working!!
Katanashi,Working!!
Kazue Takanashi,Working!!
Kirio Yamada,Working!!
Kozue Takanashi,Working!!
Kyouko Shirafuji,Working!!
Mahiru Inami,Working!!
Maya Matsumoto,Working!!
Mitsuki Mashiba,Working!!
Nazuna Takanashi,Working!!
Poplar Taneshima,Working!!
Yachiyo Todoroki,Working!!
Sting (WCW),World Championship Wrestling
Agan Maydol,World Destruction
Kyrie Illunis,World Destruction
Lia Dragonell,World Destruction
Morte Asherah,World Destruction
Naja Gurefu,World Destruction
Toppy Topran,World Destruction
Kururu (WE),World Election
Rena Arisugawa,World Embryo
Riku Amami,World Embryo
Hagana,WORLD END ECONOMiCA
Lisa (WEE),WORLD END ECONOMiCA
Yoshiharu Kawaura,WORLD END ECONOMiCA
Maimi Kusunose,World End Syndrome
Miu Amana,World End Syndrome
Rei Nikaido,World End Syndrome
Saya Kamishiro,World End Syndrome
Yukino Otonashi,World End Syndrome
Chile,World Flags
Adoni,World Flipper
Albert (WF),World Flipper
Alice (WF),World Flipper
Alk,World Flipper
Asukirimaru,World Flipper
Beaucy,World Flipper
Belsidia,World Flipper
Bianca (WF),World Flipper
Bulleta Noche,World Flipper
Celtie,World Flipper
Challua,World Flipper
Claw (WF),World Flipper
Dia (WF),World Flipper
Eclair (WF),World Flipper
Esterielle,World Flipper
Falsche,World Flipper
Gerard (WF),World Flipper
Hanabi (WF),World Flipper
Inaho,World Flipper
Klaus (WF),World Flipper
Lakisha,World Flipper
Leon (WF),World Flipper
Leve,World Flipper
Light (WF),World Flipper
Love (WF),World Flipper
Magnos,World Flipper
Marianne (WF),World Flipper
Marina (WF),World Flipper
Mia (WF),World Flipper
Nephtim,World Flipper
Noene,World Flipper
Phiria,World Flipper
Quet,World Flipper
Rec Register,World Flipper
Rico (WF),World Flipper
Riesel,World Flipper
Rolf Zahn,World Flipper
Saar,World Flipper
Schult (WF),World Flipper
Sera (WF),World Flipper
Shakari,World Flipper
Shirano,World Flipper
Shiro (WF),World Flipper
Sonya (WF),World Flipper
Stella (WF),World Flipper
Suizen,World Flipper
Trista (WF),World Flipper
Vyron,World Flipper
Wagner (WF),World Flipper
Zantetsu,World Flipper
Zekhel,World Flipper
Fuuma Kotaro,World Heroes
Hanzo Hattori (WH),World Heroes
Jeanne D'Arc (WH),World Heroes
Mudman (WH),World Heroes
Neo Dio,World Heroes
Ryoko Izumo,World Heroes
Weave,World Ⅱ World
Cactuar Conductor,World of Final Fantasy
Enna Kros,World of Final Fantasy
Hauyn,World of Final Fantasy
Lann,World of Final Fantasy
Princess Goblin,World of Final Fantasy
Quacho Queen,World of Final Fantasy
Reynn,World of Final Fantasy
Serafie,World of Final Fantasy
Tama (FF),World of Final Fantasy
Undead Princess,World of Final Fantasy
Kana (WOH),WORLD OF HORROR
Kouji Tagawa,WORLD OF HORROR
Shekhtur Lenmorre,World of Indines
Clemson-chan,World of Warships: Naval Nonsense
Salty McGraw,World of Warships: Naval Nonsense
Ship Girl Ernst Gaede #4323,World of Warships: Naval Nonsense
Ship Girl Monaghan #1287,World of Warships: Naval Nonsense
Ship Girl Z-39 #682,World of Warships: Naval Nonsense
Tate R. Smith,World of Warships: Naval Nonsense
Blue Priestess,World Teacher: Isekaishiki Kyouiku Agent
Emilia Silverion,World Teacher: Isekaishiki Kyouiku Agent
Leus Silverion,World Teacher: Isekaishiki Kyouiku Agent
Marina (WT),World Teacher: Isekaishiki Kyouiku Agent
Shemifia Aramis,World Teacher: Isekaishiki Kyouiku Agent
Sirius Teacher,World Teacher: Isekaishiki Kyouiku Agent
Anise (WTM),World Tree Marché
Fennel (WTM),World Tree Marché
Ai Kitora,World Trigger
Akane Hiura,World Trigger
Atsushi Hokari,World Trigger
Border's HQ's Strongest Normal Trigger User,World Trigger
Chika Amatori,World Trigger
Daichi Tsutsumi,World Trigger
Enedora,World Trigger
Fumika Teruya,World Trigger
Futaba Kuroe,World Trigger
Gatlin,World Trigger
Hairein,World Trigger
Haruaki Azuma,World Trigger
Hiro Kitazoe,World Trigger
Hisato Sasamori,World Trigger
Hyuse,World Trigger
Isami Toma,World Trigger
Izuho Natsume,World Trigger
Jun Arashiyama,World Trigger
Kai Minamisawa,World Trigger
